,screen_name,name,verified,created_at,age,age_days,url,description,links,follower_count,avg_new_followers_per_day,favourites_count,avg_likes_last_50,avg_rt_last_50,user_mentions_last_50
26,prctiu,Bυɴα♡,False,2018-10-19 16:14:17+00:00,1242 days 09:09:10.522151,1242,https://t.co/KpEa5tgCoY,"♥︎ social media, crypto promotor ♥︎ —— ❄️ || dm for promotions💌 || Worldwide🌎 || i don’t have discord / TG || vouches #testibunaR",[],168964,136.04186795491142,3230,19.3,526.88,"['senjadiba', 'clxtchsNFT', 'MarcSeresCrypto', 'wooseokpeachy', 'winninglynj0305', 'CubLionYuuji', 'jejje113', 'dkaehyun', 'bigwinx1234567_', 'luciidalt', 'LaudaJNR', 'miss_biigwin', 'SolozNFT', 'meissscityx', 'Ardijuliansya21', 'abqry_god', 'lechytie', 'Snuxnft', 'MyWins22', 'xabigwin', 'BunaClaim', 'quaterafterr_', 'NoeCrypt0', 'ShanayaPromotes', 'revengeofthesil', 'NaishaHost', 'ShitCoinBscGem', '0xsuspenmulu', 'belbeluckyy', 'kyrptonitebaby', '619W1N88City', 'juliahost_', 'lovewithwonumin', 'prctiu', 'saraharrisons', 'Langit322', 'luckymehahahaha', 'yoongiemarryme', 'yokonavebs', 'jaeshiwoo', 'adrian__chamber', '0xTGC', 'enjoybigwinn1', 'iwoocityx', 'Pluxsi', 'Aripin55767858']"
27,misscrypt_,𝐌𝐢𝐬𝐬 𝐂𝐫𝐲𝐩𝐭 ༻,False,2012-10-19 20:40:22+00:00,3433 days 04:43:05.935922,3433,https://t.co/l1lP1jewEH,"Social Media Promoter, Crypto Investor & Enthusiasts 💫 | DM for inquiries 📨 | Proofs - #misscryptwins ♥ | #Crypto #BSC #10SET #BTC #TRONPAD #CLU #ETH | GMT+8",[],83492,24.320419458199826,860,13.04,223.8,"['NanoNFTNews', '_m_m_1999', 'MiraPromos', 'buRT_ngeRTeross', 'Yourpop8', 'ispolink', 'picknaw_bigwin', '1goonrich', 'Lolcapitalio', 'MesiPromotes_', 'DeOrderBook', 'VARIANT', 'Pixelanders', 'miss_mesimo', 'luckbigw1n', 'misscrypt_', 'AncientKingNft', 'JakeGagain', 'ahgasecaratstax', 'BananaTFA', 'MadDog_xyz']"
28,graviteacrypto,GRAVITEA,False,2020-12-11 14:20:15+00:00,458 days 11:03:13.393477,458,https://t.co/M3ncgk28mo,🫖 hot tea hot calls 🔥#bsc #eth #degen https://t.co/32m2QdHhcZ,['https://t.co/32m2QdHhcZ'],38993,85.13755458515284,1752,14.183673469387756,241.71428571428572,"['RyokoInu', 'OfficialTravlad', 'verified', 'SaitokiInu', 'TsukiNFT', '1goonrich', 'partyhorses', 'Cryptic_Maestro', 'BSCCatBoy', 'CometCalls', 'CowgirlsNFT', 'Trevvvvvvvvvvw', 'SugarFactory', 'Peeps_Club', 'TheLondonCrypto', 'Siderael_token', 'elonmusk', 'Mdoubleok163', 'pitbull', 'EXA_DARK_SIDE', 'darcyjar']"
29,CRYPTOCHARlZARD,Crypto Charizard,False,2019-04-12 15:27:23+00:00,1067 days 09:56:05.840746,1067,,"CHAR MARKETING LTD, #NFT’s fanatic. NEVER FINANCIAL ADVICE, DYOR. #cheems #minikishu",[],121669,114.029053420806,2091,65.48,61.1,"['syscoin', 'ProtestDontRiot', 'CRYPTOCHARlZARD', 'tommywheelart', 'Babycake', 'OfficialTravlad', 'boredfloki', 'verified', 'IcedKnife', 'TheCryptoLark', 'tribeonedefi', 'cz_binance', 'binance', 'tribeone', '1goonrich', 'xApeOfficial', 'BoobyTrapBsc', 'CometCalls', 'ThecatWorldx', 'CupheadCoin', 'wagmi_team', 'CheemsInu', 'AltcoinDailyio', 'yoomoota', 'BabyCakeNFT', 'BitcoinMagazine']"
30,AJ_cryptoo,AJ Crypto 🈳,False,2021-09-17 20:49:43+00:00,178 days 04:33:46.281725,178,https://t.co/AJmyjPGo2X,Crypto shiller | Social media promoter | DM for service 📩 #BTC #BNB #ETH #SOL #Crypto #shill #Gem #NFT💥💥,[],20501,115.17415730337079,5667,14.12,341.08,"['Perry8k', 'MccuddenJacob', 'HucksteppJordan', 'CoinMarketCap', 'THERUNGUYS', 'jakepaul', 'OfficialTravlad', 'tattoo_inu', 'TheWolfyofBSC', 'AJ_cryptoo', 'MetaMask', 'Gem_Catcher_G', 'katanainuHodler', 'scroogerulez', 'ChinaPumpWXC', 'TrustWallet', 'cz_binance', 'binance', '1goonrich', 'cheemsyboy', 'DEXToolsApp', 'Splicemon', 'bradyllewis', 'SatoshiBSC', 'WalterInuToken', 'ZeldaInu', 'CheemsInu', 'kawakami_io', 'kittycoinbsc', 'OG_Brad0013', 'elonmusk', 'CatFunToken', 'scrooge_coin', 'Elizabe03699337', 'macstorm17', 'hehe_kev']"
31,SharksCoins,Sharks 🦈 #BSC GEM HUNTER,False,2013-07-04 13:26:06+00:00,3175 days 11:57:23.704297,3175,https://t.co/Tmi7KqL90d,CRYPTO PROMOTER. Cryptocurrencies that could make you a millionaire 😎🦈 Follow for let’s get 𝐫𝐢𝐜𝐡 together 💸 DM FOR PROMO 👀👀,[],111230,35.033070866141735,631,218.98,98.46,"['MiloInu', 'UNIMOONnetwork', 'robotshiba', 'BabyDogeCoin', 'HydraMeta_org', 'TiggerFinance', 'AltCryptoGems', 'InuKishu', 'GalaxyHeroesGHC', 'cave_gem', 'binance', 'TwinuETH', 'DiveWallet', 'FEGtoken', 'SharksCoins', 'cryptogems555', 'Shib_nobi', 'oklgio', 'ChiliBSC', 'MetaCashBSC', 'Gem_Buyer', 'EverGrowArmy', 'elonmusk', 'Jermzz78', 'EverGrowPaul810']"
32,cryptowave93,Bsc Gems,False,2021-02-03 13:21:04+00:00,404 days 12:02:26.129522,404,,Bringing you altcoin gems💎 Not Financial Advice. #BNB #BSC #ETH,[],21543,53.32425742574257,2778,31.04,13.18,"['dogcointoken', 'PoodleCoinBSC', 'Croccoin_bsc', 'EroticYachtClub', 'twistpadtoken', 'WingsProtocol', 'Hydraverse_io', 'SmartShiba1', 'MetAcesCasino', 'DpadFinance', 'LoopNetwork3', 'kittengotchibsc', 'GreenCat_Bsc', 'MetaPlane_Token', 'Koala_CoinBSC', 'GoatFinanceDeFi', 'EverCash_bsc', 'TheWeb3Project', 'Catcoinbsc', 'qatar2022token', 'MetaGameSpace', 'KEVINinBSC']"
33,CryptoGemsCom,Crypto Gems 💎💎💎,False,2011-08-10 21:37:48+00:00,3869 days 03:45:42.551624,3869,https://t.co/m0J9aRV1IX,Gem Hunter 🚨 #Bitcoin #Ethereum #BSC #BNB #Solana #AVAX #FTM #CryptoMarkets #Defi #NFTs #Memes #Metaverse #CoinMarketCap,[],276632,71.49961230292065,641,177.92,42.76,"['kucoincom', 'robinhood_star1', 'anndylian', 'Shido_Inu', 'InuKishu', 'SafeVerseBSC', 'BSCGrimaceCoin', 'cz_binance', 'binance', 'CryptoGemsCom', 'HuobiGlobal', 'CeladonCoin']"
34,AltcoinWorldcom,AltCrypto World Gems 🚨💎🚨,False,2014-06-26 11:18:24+00:00,2818 days 14:05:06.944147,2818,https://t.co/4o1NlCrgX3,"🐋Gem Finder - Lowcap Alt hunter OHM FORK FINDER! #BSC, #ETH Gem Finder! #Altcrypto #Crypto #BNB",[],58682,20.823988644428674,7814,195.22,39.9,"['kucoincom', 'Shido_Inu', 'kingbezostoken', 'SafeVerseBSC', 'InuKishu', 'cz_binance', 'MeMaToken', 'binance', 'CryptoGemsCom', 'HuobiGlobal', 'altcryptocom', 'AltcoinWorldcom']"
35,Whalesincoming,Mr. BIG WHALE,False,2011-02-05 18:18:53+00:00,4055 days 07:04:38.355925,4055,https://t.co/NH3Xgspg86,#Bitcoin #BNB #Ethereum #Solana #AVAX #Tron #ADA #Shib #Meme #Alts | Never dm first | never ask for dm | nfa | dyor | also follow @MrBigWhaleREAL | dm is open,[],2408604,593.9837237977805,41,144.84,298.86,"['CoinMarketCap', 'Kristennetten', 'Evelyn9Maya', 'RTFKTstudios', 'TunaDin3', 'safemoon', 'Z_Humphries', 'Bobatama', 'RealFlokiInu', 'dr_htt', 'cz_binance', 'news_of_bsc', 'saitama', 'SirineAti', 'FEGtoken', 'DylanRIver10', 'BigShibaInu', 'HuobiGlobal', 'SHIB4inu', 'femalequotient', 'Shib_nobi', 'saylor', 'Whalesincoming', '_memetaslan_', 'Shibtoken', 'Cfunk69420', 'Teslarati', 'tradingview', 'wonderofscience', 'EvaFoxU', 'MrBigWhaleREAL', 'elonmusk', 'Writer_01001101', 'OGK_34', 'AshleyDCan']"
36,Crypto_ladd,Crypto_Lad,False,2022-02-08 12:12:50+00:00,34 days 13:10:41.807649,34,,"#NFT #BSC #ETH  - NFA - I love low cap degen plays & long term utility projects #x100gems
#btc #bsc #erc #cheems #crypto #erc20 #DeFi #Saitama #Shinjiro",[],8574,252.1764705882353,925,2.22,372.46,"['Eljaboom', 'OfficialTravlad', 'AyeFoo1212', 'TheMoonCarl', 'chinapumprocket', 'allyATL', 'MajesticDrama', 'Shelbytokenio', 'verified', 'DFSMAFIA99', 'TheShibLord1', 'EvergrowForLife', '1goonrich', 'FEGtoken', 'Cryptic_Maestro', 'CometCalls', 'cryptogems555', 'Shib_nobi', 'Shinjirotoken', 'MrsCheems', 'ScottLEOWarrior', 'Crypto_ladd', 'CheemsInu', 'DaCryptoGeneral', 'rovercrc', 'Crypto_ScottyT', 'Socaverse', 'Thaitanium156', 'Crytpoisfreedom']"
37,Cryptic_Maestro,Cryptic_Maestro,False,2021-05-28 01:35:51+00:00,290 days 23:47:41.278243,290,,"#CrypticMaestro. Lower your slippage, increase your gas, save money. #Ad Finding the more realistic 5 - 50x Gems. Nothing stated here is Financial Advise. DYOR.",[],47340,163.24137931034483,6391,39.96,19.4,"['Altwhale5', 'CometCalls', 'All3nWill', 'StudentInu', 'SonOfDogeV2', 'CoinFastAlert', 'Crypto_Penn', 'Alberto7767', 'danielg_ssj', 'Beenish84729224']"
38,Altcoin_Mark,Altcoin_Mark,False,2016-05-20 10:08:01+00:00,2124 days 15:15:31.684824,2124,https://t.co/5CVnspYKkM,💎 #Crypto 💰|Dm me for Promo 📩| #nft #DYOR #NFA Nothing on this page is financial advice #altcoin #memecoin,[],43394,20.430320150659135,72623,32.55102040816327,46.55102040816327,"['SpyWolfNetwork', 'GreenChartBSC', 'OfficialTravlad', 'SecuredShip', 'Messiah', 'MungarayJr', 'coinkitten1', 'travlad', 'McDonalds', 'Chiba_inu1', 'verified', 'SPectatorGroup', 'Tesla', '1goonrich', 'CometCalls', 'WalterInuToken', 'WatcherGuru', 'CaramelToken', 'Altcoin_Mark', 'BSCGrimaceCoin', 'cal_ej', 'LunaInuCoin', 'Katnip_off', 'dogecoin', 'kittycoinbsc', 'FungieDAO', 'CryptoBanter', 'Shido_Inu', 'elonmusk', 'ShibaYachtClub_', 'RockomaniaMan', 'Giov_Gabriel', 'GrimaceHodler', 'benjisquad_eth']"
39,CometCalls,Comet,False,2021-07-26 14:05:00+00:00,231 days 11:18:33.138746,231,https://t.co/oeozfRSZaG,"I have a very large brain. Never been wrong in my entire life. Despite that, nothing on this page is financial advice. #minikishu #cheems $LUNI #PULI",[],21114,91.40259740259741,12283,35.52,19.92,"['Eljaboom', 'BrentlyETH', 'RiskToRiches', 'ReedSAlbers', 'ElzWorthBentley', 'Krypto_masters', 'Bmorekreative1', 'PancakeGems', 'IcedKnife', 'zachxbt', 'ARJENROBENNNN', 'gucci', 'PapiBrahvi', '1goonrich', 'partyhorses', 'flokieasterbsc', 'worldofwomennft', 'bullish_cryptoc', 'LadyofCrypto1', 'AltcoinDailyio', 'alienfrens', 'PokemonYachtBSC', 'Crypto_cuzin', 'elonmusk', 'mattgee', 'EXA_DARK_SIDE', 'davidgokhshtein', 'crypto_bitlord7', 'frombroke2bags', 'shib_vinci']"
40,The100xGems,The 100x Gems 💹🚀,False,2021-12-07 15:38:09+00:00,97 days 09:45:24.556557,97,,Low cap GEM HUNTER | BIG #BNB and #ETH whale 🐳,[],79854,823.2371134020618,260,1293.94,548.18,"['BTC_Archive', 'BitKeepOS', 'whale_alert', 'BitcoinMagazine', 'The100xGems', 'BItGet', 'YGGIndia', 'AssureDefi', 'DocumentingBTC', 'danheld', 'HuobiGlobal', 'AlamedaResearch', 'SolanaVentures', 'saylor', 'WatcherGuru', 'CryptoMiningLLC', 'okx', 'Dennis_Porter_', 'FTX_Official', 'genius_coin', 'UpWayDAO', 'Davincij15', 'Zebec_HQ', 'Xodusfinance', 'Exponentialgem', 'moondatebsc']"
41,chitaglorya__,chita glorya🍒,False,2021-10-16 16:40:14+00:00,149 days 08:43:19.959049,149,https://t.co/5TrjurqDxT,social media & crypto project promoter 📈 || #cutetesty vouch @winnerchita || #nfts || crypto paypal gcash ewallet bank || reborn ||worldwide 🌍,[],255896,1717.4228187919464,332,261.1,7221.6,"['chitaglorya__', 'komangtrinanda', 'Sii_Bigwin', 'mskhan592', 'hyukaningtxt', '_xenobaby', 'enhaloml10', 'DaCryptoGems', 'jaejef4y', 'HokyRiego', 'JRCastroLV', 'JimmyPromot', 'The100xGems', 'StatNFT', 'bigwinx1000', 'GEMSstoneGetway', 'Crypto_GA_Arena', 'angel_funsized', 'babycryptonite', 'luckymeimbigwin', 'summynesia_ox', 'winnerchita', 'Anitaquenivawon', 'avajitz', 'DacxiCoin', 'meluOBAH', 'pickme0107', 'thorainer', 'ScottLEOWarrior', 'LiberoFinancial', 'linglingcityx', 'kirstingives', 'CryptoErogen', 'devb555_', 'RichKoala1', 'DaCryptoGeneral', 'ClubEmperor', 'Manager_TMusk', 'koliti_', 'SpaceRunnersNFT', 'CryptoSniper880', 'Wolfkingtoken']"
42,CryptoQueenBnb,👑Crypto Queen👑,False,2021-09-14 06:16:28+00:00,181 days 19:07:06.395948,181,,NFT's LOVER❤️ |💎Crypto Hunter | Cryptoinvestor 🤑 #BSC #BNB #BTC | I just share personal ideas🚀. #btc TheRealQueenOfCrypto,[],52979,292.70165745856355,2461,28.04,85.24,"['HorsesxWolves', 'babycheemsinu', 'HoodieGang_NFT', 'Shill2Earn_Fun', 'OG_Ape_Club', 'TiffanyXWoW', 'makersplaceco', 'catsoncrack_2', 'Wondernation', 'streethers', 'A8_Esports', 'Meta_UFO', 'NASAArtemis', 'ArtvisionNFT', 'DeriProtocol', 'Ancient8_gg', 'AxieInfinity', 'CommunityGaming', 'Elypse2021', 'CryptoQueenBnb', 'polker_PKR', 'BckDigital', 'CityMonks', 'mymasterwar', 'CryptoGalery', 'MetaHumansGang', 'YEMTOP', 'NASA', 'Hubert66867220', 'Everdome_io', 'WondermanNation', 'AMV_Waifu_HC', 'sharkraceclub', 'tastenft', 'YakuCorp', 'SkymanVentures', 'PlatanasoToken', 'creo_engine', 'EsportsAxie', 'ezraigor', 'droidheadsNFT', 'TitanoFinance', '4dTwinMaps', 'tawan__s', 'aegean2356', 'Tomcoin_bsc', 'manifoldxyz', 'opensea', 'BOREMON_BSC', 'KnownOrigin_io', 'Ulkamak1']"
43,DarrenPromoter,Darren | Promoter 💎,False,2014-09-21 15:57:37+00:00,2731 days 09:25:57.867469,2731,,Guiding investors through #DeFi NFA DYOR | Marketing Specialist 🚀 | 100% Organic | #CRYPTO #NFT #SOLANA #ETH #BTC Turn 🔔 on for #Giveaways 📩 DM For #Business,[],103419,37.868546320029296,123,23.26,24.66,"['DarrenPromoter', 'SolanaSaplings']"
44,Missypromotes,Missy 💛,False,2014-03-25 22:25:06+00:00,2911 days 02:58:29.322747,2911,https://t.co/nyRblmMVrd,Social Media Promoter | Crypto Shiller | #BTC #ETH #BNB #BINANCE #Solana #NFT | Vouch #iwonmissy | #MissyAngels,[],219013,75.23634489866025,4384,414.4,1846.36,"['missufehopeux', '0xGlorye', 'roselavender018', 'wooxbigwin', 'monsterjaneHQ', 'MDJClubNFT', 'BitdogBitdog', 'glazeddonutyum', 'AtlassNFT', 'Devan080819', 'xxpickme_', 'realpcywins', 'iwonmissy', 'IneryBlockchain', 'LakeemAkhie07', 'jacksparowin', 'Akunwangi98', 'monsterjanenft', 'skeysoft', 'winnerlagi', 'flowerrwin', 'CityXWiNCityX13', 'Missypromotes', '0xSE0', 'Next100XGEMS', 'ShingekiNFT']"
45,Xenos_Giveaway,CRYPTO XENOS 📈💎,False,2011-08-28 20:27:08+00:00,3851 days 04:56:27.730510,3851,https://t.co/9PP3ZUf3vb,DM 📨 to promote your Crypto projects | Gem 💎 Collector | Only Account | $MUNCH $FIBO $DOME #CATGIRL DYOR Payout proofs #XenosLegit,[],212549,55.193196572318875,9246,224.48,1616.86,"['Xenos_Giveaway', 'jekicahya1', 'chazanutt', 'Arabicwhale', 'MetaMansionsNFT', 'megaprimates', 'suka_taehyung', 'nemowangi', 'reo252_3', 'geszjia', 'qwertiway', 'kooksdainty', '0xOwa', 'MDJClubNFT', 'tanniessz', 'yangterhoki', 'ox_missufe55', 'InvisibleKennel', 'MM85560523', 'llnjdrnt', 'querenciacityx', 'ndwaeyo', 'ngepetdollar', 'inftmyeongsu', 'TheSamuraiSaga', 'ari_ro88', 'M1WKYBAER1', 'Lobrigasmbigwin', 'dkfldv', 'hr_inibigwinok', 'LFelixcutie', 'OkBeary', 'Batukocak_06', 'Once_Holy', 'CARNIVOREZNFT', 'BIGWIN2022MAY']"
46,CryptoBarnuts,Anthony,False,2021-04-27 13:11:43+00:00,321 days 12:11:53.172956,321,,Crypto/NFT Promoter & Shiller | DM for Inquiries 💬 | Legit Vouch Check: #Barnutsproofs #NUTify | #NFT #bnb #Solana #btc #avax $ETH,[],115725,360.5140186915888,1163,65.44,299.2,"['WinWin_Star_369', 'CryptoLokii', 'lucky_kel_', 'Ikyujiji', 'inowlucu', 'alimontefalco__', 'TiggerFinance', 'mangabakak', 'BidWtf', 'Workandholid4y', 'Ukraine', 'CryptoBarnuts', '3DMFER', 'DopeOnesNFT', 'JokerDAOfinance', 'RLNodeDistrict', 'DeadKnight_SOL', 'Gatausipaa', 'PutinFT', 'Ayuubigwinn', 'MilaheMil', 'shillwiz', 'Jaycnshc_00', 'WeAreDefii', 'DefenceU', 'kmthynggg_30']"
47,Bagremaraz,Bagremaraz,False,2018-12-07 01:52:27+00:00,1193 days 23:31:09.652710,1193,,"Social Media & Crypto Promoter 📈 DM for more inquiries 📨
Daily Giveaways 🎁
  Telegram: https://t.co/JhtrfgJ55x
Vouches #BagremarWin
#Cousins",['https://t.co/JhtrfgJ55x'],53841,45.13076278290025,1734,24.1,89.26,"['ChampionUSA', 'Bagremaraz', 'MikeTyson', 'daz3d', 'MDA0217', 'maketafi', 'stantwtforenha', 'NFungiblePeople', '2Bhernz', 'hopefulchee', 'winneryaa_', 'geheimeaanbidd']"
48,vallerynaa,valle🦋,False,2019-12-12 23:43:00+00:00,823 days 01:40:37.080197,823,,Social Media & Crypto Promoter | #NFT & Shiller | DM for sponsor | vouches: #valleproofs,[],126660,153.9003645200486,10694,248.18,866.16,"['beautifulyzh', 'Bhina22', 'vallezyx', 'bigwinrcityx', 'tbfren', 'jnkpromotes', '0xteyang', 'vallerynaa', 'nftcryptogems', 'CatPunkBSC', 'CarnyETH', 'dementerdeuz', 'ShanayaPromotes', 'skawngi', 'A100888', 'ann__itsme', 'SyeraPromotes', 'AndikaKannazuki', 'Aqilabigwin1', 'jenooaegi', 'menangbigwinnn']"
49,coodazai,dazai,False,2010-08-14 22:48:49+00:00,4230 days 02:34:48.504873,4230,https://t.co/iPv6o3h72Y,"Social Media & Crypto Promoter / Shiller 
• vouches #yadazai 🇵🇭 • alt acc ; @coodazaixga • DYOR",[],94044,22.23262411347518,2601,33.94,269.68,"['edssy_win', 'coodazaixga', 'sammiegives', 'mstatec_', 'crypthaze', 'jaanangg', 'CanasJustine', 'cjdrips1', 'Bigwin2022kanha', 'pickerspet', 'claimcoodazai', 'ririezsuff', 'lelehecapjahe', 'avajitz', 'coodazai', 'apexcityx_', 'mnyb018', 'trejowinss', 'NyMinfra']"
50,resaalfny,saa.,False,2021-02-15 08:59:21+00:00,392 days 16:24:16.942214,392,https://t.co/DM7FDNn83h,"Sosial media, #NFT & #Crypto Promoter🚀• claim prize? dm @resaclaim_ | Telegram : https://t.co/ckoT1NmnBk | • vouch : #saagiveaways",['https://t.co/ckoT1NmnBk'],126304,322.2040816326531,5652,204.22,881.0,"['333_bats', 'SophieLee48', 'resaclaim_', 'msbb_id', 'resaalfny', 'CryptoNova_', 'juicebymy', 'FabriLemus7', 'SantryHuang', 'VioletCrypto_', 'lyncvv', 'ByunCtxxyy_3', 'SusanFloyd_', 'purpledudenft', 'NaishaHost', 'ShitCoinBscGem', 'patataaslang', 'carlo_armilo', 'preciousmilkway', 'SyeraPromotes', 'Brunakhanok', 'Luna_Pomp', 'hernanlafalce']"
51,yournangel,angel🧚‍♀️,False,2018-07-05 06:04:29+00:00,1348 days 19:19:09.362937,1348,,social media & crypto promoter ꕥ NFT & Shiller🔥 ꕥ — vouches 💌 #allfromangel - dm for promotion🧚‍♀️,[],107662,79.8679525222552,1890,162.34,303.44,"['mnialdrn', 'uputkucrypto', 'RichMommyQ', 'yournangel', 'sadcougar', 'preciousmilkway', 'imisswinner_', 'AscendEX_India', 'MissufeWIN14jt', 'Jaena_yaaa', 'kitakanwin', 'RejekiBumilWin', 'sweetyhost', 'MissMini0', 'NFTjansi', 'pzusing', 'CarnyETH']"
52,bainesy4886,Bainesy Crypto 🚀,True,2012-01-14 18:52:54+00:00,3712 days 06:30:44.730367,3712,https://t.co/lei3qFEfkk,Social Media Strategist & Crypto lover 🚀 • Giveaway host 💰 • DM for promotions 📩 • Telegram @bainesy4886 • #BainesyGives,[],126451,34.06546336206897,860,66.14,996.9,"['bainesy4886', 'HDHridoy441', 'iwonyey', 'Cryptomethis_', 'lintangkecilkoe', 'ranjanhAimahan', 'BrianLSkinner', 'kryxivia', 'TheCryptoFenix', 'SinnersGang_NFT', 'TFG_NFTS', 'holdtoearn', 'sneakerheadsoff', 'bismillah_2022', 'leo_ian0', 'StonkInu', 'bears_adorable', 'dyoswins', 'rappertaeh']"
53,ladycryptogem,LadyCryptoGem 💎,False,2019-08-25 16:13:50+00:00,932 days 09:09:49.214866,932,https://t.co/uIY2j6vpaQ,Crypto Influencer | Grow your Crypto Projects 📈 | Shill Tweets & Giveaways | Crypto Investor | Always DYOR 💌 DM for Promo #LegitLadyCryptoGem #BTC #ETH #BNB,[],373620,400.87982832618025,54,306.06,2310.7,"['kriptokombatan', 'MissMonbigwinx', 'History_DAO', 'CryptoGem_15', 'Junmacityx614', 'BattleDroidsNFT', 'Sky_line15', 'ladycryptogem', 'b3ruzHa_bigWin', 'BscSafeHunter', 'CargoLinkCLX', 'MetabaseEN', 'choanniezheia', 'RockiApp', 'SquidRoyale', 'bigwinTheWinner', 'pickawwatashi', 'markovonik', '_lucky304', 'semvakk_bolongg']"
54,CashBro_303,CashBros.Eth 🔥,False,2021-02-09 13:14:45+00:00,398 days 12:08:54.782338,398,,CryptoShilling🔥 • #Bitcoin #BNB #Tether #DeFi (Shill Me 100x) TG ID: https://t.co/rGiNg217Ef 👀 👉 @everdome_io Metaverse Game Changer🚀,['https://t.co/rGiNg217Ef'],259481,651.9623115577889,10335,96.88,1053.58,"['cemenix13', 'Hiraeth_1726', 'munchfuckin', 'blukutugg', 'capekyaasama', 'JRCastroLV', 'CASHBROS303', 'CiervoGems', 'CashBro_303', 'ZorroHawker', 'kthluvrwinx', 'Cashbro100x', 'MaskFoxOfficial', 'THEDARKNESSCON1', 'Menangin_dong', 'alyaaurel2203', 'TheKarmaCats', 'iCiervoKing', 'TheKevinToken', 'sejagatsraya', 'shafiabigwinx', 'bigwinyucityx', 'GordoVerse', '_Meta_farmer', 'ruru_cryptor', 'callmeiboy']"
55,CompBrosCrypto,Competitive Brothers CRYPTO🚀,False,2015-08-22 23:21:33+00:00,2396 days 02:02:07.282597,2396,https://t.co/yCghyokQFI,"We give 💵 daily. NFT & Crypto Enthusiasts, SM Promoters 🚀 (NFA/DYOR), Content Creators & Streamers. Business inquires? DM us. Winners at #CompBrosLegit",[],222660,92.92988313856428,16716,258.08,979.3,"['meta_moustache', 'SeptaYuan', 'web3_doge', 'BrosManager', 'bigwiNjaeMcity_', 'CompBrcsCrypto', 'swerteyan', 'OflineojoLcityx', 'TWPicker', 'temzpt', 'blessmewithwins', 'mart_ikaPickwn', 'RLNodeDistrict', 'FossyGFX', 'Dewi_20061996', 'shunlinft', 'iotaMESH', 'turtles_club', 'soleiszx', 'Jjametwinctyx', 'CompBosCrypto', 'fputinofficial', 'crmaster69', 'Mielhubert1', 'VikingPokerDAO', 'CompBrosCrypto', 'thyme1993', 'BoredOtterClub']"
56,Next100X_Crypto,Next 100X Crypto ,False,2021-10-19 07:28:37+00:00,146 days 17:55:03.723710,146,https://t.co/d5HCmBsN9W,#NFTs & #Crypto is the future! I’m proud Because I’m part of those :) #Next100XGems,[],90428,619.3698630136986,256,20.86,3060.82,"['VitalikButerin', 'BTC_Archive', 'elonmusk', 'MartiniGuyYT', 'BitcoinFear', 'Next100XGEMS', 'hiRavenCrypto', 'cz_binance', 'binance', 'TheMoonCarl', 'opensea', 'EverRise', 'BitcoinMagazine', 'FEGtoken', 'ShibnobiNews', 'BigShibaInu', 'MiniDOGEToken', 'PancakeSwap']"
57,BscGemx100,💎 #BSC Gems 🚀,False,2021-11-02 05:14:04+00:00,132 days 20:09:37.175489,132,https://t.co/chZsUgPDr0,"#CRYPTO & #NFT PROMOTER | DM US FOR
     SHILL 📩 | TG: BscGems_x100 | DYOR RESEARCH BEFORE INVESTMENTS 🔥 #BSCGEMS #BSC",[],36120,273.6363636363636,591,11.32,18.54,"['AltGemHunter', 'DBQuestOfficial', 'BabyDogeFood', 'CoinMarketCap', 'BabyDogeCoin', 'aikoIofficial', 'BabyTigerInu1', 'AsixToken', 'HectorDAO_HEC', 'RealFlokiInu', 'CocaineInu', 'InuKishu', 'BscGemx100', 'MetaXHunter_TW', 'GalaxyHeroesGHC', 'GGGSmartDefi', 'OctaverseGames', 'binance', 'InuSaitama', 'FEGtoken', 'ToonKing_', 'BitShibaToken', 'InpulseX_io', 'jeetparakeet', 'dxsale', 'CakeVillagebsc', 'pinkecosystem', 'FirstDogeEN', 'GroundhogToken', 'laikadog_space', 'Shibtoken', 'CheemsInu', 'Meta_Nationsbsc', 'equitycoinbsc', 'TheWorstCoin', 'DefCafeSociety', 'Gamiumcorp', 'DogeColony_io', 'DogelonMars', 'ShengweiTigerCN', 'solcashbsc', 'elonmusk', 'scrooge_coin', 'cheemsprotoken', 'ApeDynasty_club', 'TheBinanceNFT', 'bnb_superheroes', 'lnrdefi', 'TheWeb3ProjectT']"
